datetime,solar generation [W/kW],irradiance_direct [W/m2],irradiance_diffuse [W/m2],temperature [degC]
2012-01-01 00:00:00,0.0,0.0,0.0,10.983
2012-01-01 01:00:00,0.0,0.0,0.0,10.916
2012-01-01 02:00:00,0.0,0.0,0.0,10.867
2012-01-01 03:00:00,0.0,0.0,0.0,10.836
2012-01-01 04:00:00,0.0,0.0,0.0,10.703
2012-01-01 05:00:00,0.0,0.0,0.0,10.344
2012-01-01 06:00:00,0.0,0.0,0.0,9.898
2012-01-01 07:00:00,0.0,0.0,0.0,9.532
2012-01-01 08:00:00,2.0,2.0,7.0,9.255
2012-01-01 09:00:00,46.0,16.0,48.0,9.346
2012-01-01 10:00:00,138.0,67.0,96.0,9.758000000000001
2012-01-01 11:00:00,133.0,51.0,106.0,10.142
2012-01-01 12:00:00,83.0,20.0,85.0,10.27
2012-01-01 13:00:00,47.0,8.0,58.0,10.21
2012-01-01 14:00:00,17.0,3.0,28.0,10.026
2012-01-01 15:00:00,0.0,1.0,5.0,9.731
2012-01-01 16:00:00,0.0,0.0,0.0,9.614
2012-01-01 17:00:00,0.0,0.0,0.0,9.406
2012-01-01 18:00:00,0.0,0.0,0.0,9.006
2012-01-01 19:00:00,0.0,0.0,0.0,8.493
2012-01-01 20:00:00,0.0,0.0,0.0,7.904
2012-01-01 21:00:00,0.0,0.0,0.0,7.587
2012-01-01 22:00:00,0.0,0.0,0.0,7.119
2012-01-01 23:00:00,0.0,0.0,0.0,6.391
2012-01-02 00:00:00,0.0,0.0,0.0,5.846
2012-01-02 01:00:00,0.0,0.0,0.0,5.409
2012-01-02 02:00:00,0.0,0.0,0.0,4.96
2012-01-02 03:00:00,0.0,0.0,0.0,4.619
2012-01-02 04:00:00,0.0,0.0,0.0,4.201
2012-01-02 05:00:00,0.0,0.0,0.0,3.977
2012-01-02 06:00:00,0.0,0.0,0.0,4.09
2012-01-02 07:00:00,0.0,0.0,0.0,4.159
2012-01-02 08:00:00,5.0,5.0,9.0,3.97
2012-01-02 09:00:00,76.0,41.0,54.0,3.95
2012-01-02 10:00:00,222.0,156.0,90.0,4.421
2012-01-02 11:00:00,332.0,268.0,98.0,5.288
2012-01-02 12:00:00,369.0,315.0,93.0,6.116
