datetime,solar generation [W/kW],irradiance_direct [W/m2],irradiance_diffuse [W/m2],temperature [degC]
2011-01-01 00:00:00,0.0,0.0,0.0,1.417
2011-01-01 01:00:00,0.0,0.0,0.0,1.414
2011-01-01 02:00:00,0.0,0.0,0.0,1.367
2011-01-01 03:00:00,0.0,0.0,0.0,1.355
2011-01-01 04:00:00,0.0,0.0,0.0,1.298
2011-01-01 05:00:00,0.0,0.0,0.0,1.331
2011-01-01 06:00:00,0.0,0.0,0.0,1.499
2011-01-01 07:00:00,0.0,0.0,0.0,1.433
2011-01-01 08:00:00,0.0,1.0,5.0,1.531
2011-01-01 09:00:00,21.0,4.0,31.0,2.109
2011-01-01 10:00:00,55.0,10.0,62.0,2.714
2011-01-01 11:00:00,87.0,20.0,86.0,3.211
2011-01-01 12:00:00,104.0,29.0,94.0,3.563
2011-01-01 13:00:00,97.0,32.0,84.0,3.569
2011-01-01 14:00:00,56.0,21.0,52.0,2.747
2011-01-01 15:00:00,6.0,5.0,10.0,1.329
2011-01-01 16:00:00,0.0,0.0,0.0,0.937
2011-01-01 17:00:00,0.0,0.0,0.0,0.806
2011-01-01 18:00:00,0.0,0.0,0.0,0.425
2011-01-01 19:00:00,0.0,0.0,0.0,0.006
2011-01-01 20:00:00,0.0,0.0,0.0,-0.355
2011-01-01 21:00:00,0.0,0.0,0.0,-0.678
2011-01-01 22:00:00,0.0,0.0,0.0,-0.982
2011-01-01 23:00:00,0.0,0.0,0.0,-1.314
2011-01-02 00:00:00,0.0,0.0,0.0,-1.562
2011-01-02 01:00:00,0.0,0.0,0.0,-1.778
2011-01-02 02:00:00,0.0,0.0,0.0,-1.911
2011-01-02 03:00:00,0.0,0.0,0.0,-1.9000000000000001
2011-01-02 04:00:00,0.0,0.0,0.0,-1.95
2011-01-02 05:00:00,0.0,0.0,0.0,-1.911
2011-01-02 06:00:00,0.0,0.0,0.0,-1.824
2011-01-02 07:00:00,0.0,0.0,0.0,-1.75
2011-01-02 08:00:00,20.0,20.0,14.0,-1.422
2011-01-02 09:00:00,125.0,85.0,58.0,-0.171
2011-01-02 10:00:00,244.0,178.0,87.0,0.868
2011-01-02 11:00:00,355.0,290.0,95.0,1.685
2011-01-02 12:00:00,358.0,295.0,93.0,2.234
2011-01-02 13:00:00,294.0,237.0,83.0,2.228
2011-01-02 14:00:00,152.0,113.0,59.0,1.398
2011-01-02 15:00:00,23.0,22.0,14.0,-0.645
2011-01-02 16:00:00,0.0,0.0,0.0,-1.449
2011-01-02 17:00:00,0.0,0.0,0.0,-1.467
2011-01-02 18:00:00,0.0,0.0,0.0,-1.3760000000000001
2011-01-02 19:00:00,0.0,0.0,0.0,-1.35
2011-01-02 20:00:00,0.0,0.0,0.0,-1.449
2011-01-02 21:00:00,0.0,0.0,0.0,-1.582
2011-01-02 22:00:00,0.0,0.0,0.0,-1.555
2011-01-02 23:00:00,0.0,0.0,0.0,-1.57
2011-01-03 00:00:00,0.0,0.0,0.0,-1.587
2011-01-03 01:00:00,0.0,0.0,0.0,-1.673
2011-01-03 02:00:00,0.0,0.0,0.0,-1.74
2011-01-03 03:00:00,0.0,0.0,0.0,-1.978
2011-01-03 04:00:00,0.0,0.0,0.0,-2.11
2011-01-03 05:00:00,0.0,0.0,0.0,-2.243
2011-01-03 06:00:00,0.0,0.0,0.0,-2.314
2011-01-03 07:00:00,0.0,0.0,0.0,-2.359
