datetime,solar generation [W/kW],irradiance_direct [W/m2],irradiance_diffuse [W/m2],temperature [degC]
2006-01-01 00:00:00,0.0,0.0,0.0,2.8770000000000002
2006-01-01 01:00:00,0.0,0.0,0.0,3.267
2006-01-01 02:00:00,0.0,0.0,0.0,3.733
2006-01-01 03:00:00,0.0,0.0,0.0,4.036
2006-01-01 04:00:00,0.0,0.0,0.0,4.173
2006-01-01 05:00:00,0.0,0.0,0.0,4.147
2006-01-01 06:00:00,0.0,0.0,0.0,3.983
2006-01-01 07:00:00,0.0,0.0,0.0,3.7640000000000002
2006-01-01 08:00:00,2.0,2.0,8.0,3.566
2006-01-01 09:00:00,38.0,11.0,43.0,3.8
2006-01-01 10:00:00,87.0,28.0,79.0,4.35
2006-01-01 11:00:00,136.0,52.0,106.0,5.05
2006-01-01 12:00:00,127.0,46.0,103.0,5.605
2006-01-01 13:00:00,90.0,29.0,81.0,5.836
2006-01-01 14:00:00,37.0,11.0,43.0,5.702
2006-01-01 15:00:00,2.0,2.0,8.0,5.34
2006-01-01 16:00:00,0.0,0.0,0.0,5.127
2006-01-01 17:00:00,0.0,0.0,0.0,5.069
2006-01-01 18:00:00,0.0,0.0,0.0,5.078
2006-01-01 19:00:00,0.0,0.0,0.0,5.108
2006-01-01 20:00:00,0.0,0.0,0.0,5.149
2006-01-01 21:00:00,0.0,0.0,0.0,5.141
2006-01-01 22:00:00,0.0,0.0,0.0,5.155
2006-01-01 23:00:00,0.0,0.0,0.0,5.201
2006-01-02 00:00:00,0.0,0.0,0.0,5.213
2006-01-02 01:00:00,0.0,0.0,0.0,4.946
2006-01-02 02:00:00,0.0,0.0,0.0,4.544
2006-01-02 03:00:00,0.0,0.0,0.0,4.158
2006-01-02 04:00:00,0.0,0.0,0.0,3.762
2006-01-02 05:00:00,0.0,0.0,0.0,3.251
2006-01-02 06:00:00,0.0,0.0,0.0,2.67
2006-01-02 07:00:00,0.0,0.0,0.0,2.385
2006-01-02 08:00:00,17.0,17.0,13.0,2.431
2006-01-02 09:00:00,128.0,91.0,58.0,3.966
2006-01-02 10:00:00,262.0,206.0,85.0,5.41
2006-01-02 11:00:00,368.0,317.0,90.0,6.253
2006-01-02 12:00:00,390.0,347.0,86.0,6.731
2006-01-02 13:00:00,355.0,320.0,73.0,6.829
2006-01-02 14:00:00,202.0,172.0,55.0,6.047
2006-01-02 15:00:00,35.0,36.0,14.0,4.82
2006-01-02 16:00:00,0.0,0.0,0.0,4.131
2006-01-02 17:00:00,0.0,0.0,0.0,3.942
2006-01-02 18:00:00,0.0,0.0,0.0,3.654
2006-01-02 19:00:00,0.0,0.0,0.0,3.068
2006-01-02 20:00:00,0.0,0.0,0.0,2.461
2006-01-02 21:00:00,0.0,0.0,0.0,1.8780000000000001
2006-01-02 22:00:00,0.0,0.0,0.0,1.429
2006-01-02 23:00:00,0.0,0.0,0.0,0.987
2006-01-03 00:00:00,0.0,0.0,0.0,0.803
2006-01-03 01:00:00,0.0,0.0,0.0,1.269
2006-01-03 02:00:00,0.0,0.0,0.0,1.553
2006-01-03 03:00:00,0.0,0.0,0.0,1.495
2006-01-03 04:00:00,0.0,0.0,0.0,1.601
2006-01-03 05:00:00,0.0,0.0,0.0,1.844
2006-01-03 06:00:00,0.0,0.0,0.0,1.832
2006-01-03 07:00:00,0.0,0.0,0.0,1.939
2006-01-03 08:00:00,0.0,0.0,2.0,2.353
2006-01-03 09:00:00,6.0,1.0,14.0,3.048
2006-01-03 10:00:00,12.0,1.0,22.0,3.74
2006-01-03 11:00:00,9.0,1.0,20.0,4.358
2006-01-03 12:00:00,7.0,0.0,17.0,5.025
2006-01-03 13:00:00,5.0,0.0,14.0,5.554
2006-01-03 14:00:00,2.0,0.0,9.0,5.625
2006-01-03 15:00:00,0.0,0.0,3.0,5.326
2006-01-03 16:00:00,0.0,0.0,0.0,5.16
2006-01-03 17:00:00,0.0,0.0,0.0,5.089
2006-01-03 18:00:00,0.0,0.0,0.0,5.206
2006-01-03 19:00:00,0.0,0.0,0.0,5.133
2006-01-03 20:00:00,0.0,0.0,0.0,4.964
2006-01-03 21:00:00,0.0,0.0,0.0,4.88
2006-01-03 22:00:00,0.0,0.0,0.0,4.854
2006-01-03 23:00:00,0.0,0.0,0.0,4.832
2006-01-04 00:00:00,0.0,0.0,0.0,4.796
2006-01-04 01:00:00,0.0,0.0,0.0,4.738
2006-01-04 02:00:00,0.0,0.0,0.0,4.715
2006-01-04 03:00:00,0.0,0.0,0.0,4.631
2006-01-04 04:00:00,0.0,0.0,0.0,4.579
2006-01-04 05:00:00,0.0,0.0,0.0,4.622
2006-01-04 06:00:00,0.0,0.0,0.0,4.787
2006-01-04 07:00:00,0.0,0.0,0.0,5.034
2006-01-04 08:00:00,1.0,1.0,6.0,5.269
