datetime,solar generation [W/kW],irradiance_direct [W/m2],irradiance_diffuse [W/m2],temperature [degC]
2019-01-01 00:00:00,0.0,0.0,0.0,6.404
2019-01-01 01:00:00,0.0,0.0,0.0,6.385
2019-01-01 02:00:00,0.0,0.0,0.0,6.5040000000000004
2019-01-01 03:00:00,0.0,0.0,0.0,6.739
2019-01-01 04:00:00,0.0,0.0,0.0,6.802
2019-01-01 05:00:00,0.0,0.0,0.0,7.106
2019-01-01 06:00:00,0.0,0.0,0.0,7.25
2019-01-01 07:00:00,0.0,0.0,0.0,7.289
2019-01-01 08:00:00,10.0,13.0,7.0,7.272
2019-01-01 09:00:00,75.0,50.0,37.0,7.847
2019-01-01 10:00:00,192.0,129.0,70.0,8.661
2019-01-01 11:00:00,390.0,309.0,86.0,9.424
2019-01-01 12:00:00,550.0,486.0,78.0,9.668
2019-01-01 13:00:00,572.0,523.0,64.0,9.309
2019-01-01 14:00:00,402.0,360.0,45.0,8.213
2019-01-01 15:00:00,112.0,111.0,11.0,5.704
2019-01-01 16:00:00,0.0,0.0,0.0,4.046
2019-01-01 17:00:00,0.0,0.0,0.0,3.594
2019-01-01 18:00:00,0.0,0.0,0.0,3.23
2019-01-01 19:00:00,0.0,0.0,0.0,3.037
2019-01-01 20:00:00,0.0,0.0,0.0,2.481
2019-01-01 21:00:00,0.0,0.0,0.0,2.376
2019-01-01 22:00:00,0.0,0.0,0.0,2.28
2019-01-01 23:00:00,0.0,0.0,0.0,2.204
2019-01-02 00:00:00,0.0,0.0,0.0,2.287
2019-01-02 01:00:00,0.0,0.0,0.0,2.319
2019-01-02 02:00:00,0.0,0.0,0.0,2.163
2019-01-02 03:00:00,0.0,0.0,0.0,2.004
2019-01-02 04:00:00,0.0,0.0,0.0,1.684
2019-01-02 05:00:00,0.0,0.0,0.0,1.517
2019-01-02 06:00:00,0.0,0.0,0.0,1.36
2019-01-02 07:00:00,0.0,0.0,0.0,1.206
2019-01-02 08:00:00,61.0,61.0,11.0,1.414
2019-01-02 09:00:00,226.0,179.0,47.0,2.784
2019-01-02 10:00:00,352.0,273.0,73.0,3.995
2019-01-02 11:00:00,416.0,326.0,86.0,5.25
2019-01-02 12:00:00,396.0,306.0,87.0,5.932
2019-01-02 13:00:00,239.0,168.0,74.0,5.927
2019-01-02 14:00:00,120.0,86.0,44.0,5.341
2019-01-02 15:00:00,28.0,31.0,9.0,3.726
2019-01-02 16:00:00,0.0,0.0,0.0,2.7
2019-01-02 17:00:00,0.0,0.0,0.0,2.328
2019-01-02 18:00:00,0.0,0.0,0.0,2.089
2019-01-02 19:00:00,0.0,0.0,0.0,1.739
