datetime,solar generation [W/kW],irradiance_direct [W/m2],irradiance_diffuse [W/m2],temperature [degC]
2009-01-01 00:00:00,0.0,0.0,0.0,-1.42
2009-01-01 01:00:00,0.0,0.0,0.0,-1.458
2009-01-01 02:00:00,0.0,0.0,0.0,-1.529
2009-01-01 03:00:00,0.0,0.0,0.0,-1.57
2009-01-01 04:00:00,0.0,0.0,0.0,-1.605
2009-01-01 05:00:00,0.0,0.0,0.0,-1.68
2009-01-01 06:00:00,0.0,0.0,0.0,-1.779
2009-01-01 07:00:00,0.0,0.0,0.0,-1.785
2009-01-01 08:00:00,11.0,10.0,12.0,-1.413
2009-01-01 09:00:00,69.0,33.0,52.0,-0.193
2009-01-01 10:00:00,158.0,87.0,90.0,0.96
2009-01-01 11:00:00,265.0,181.0,108.0,1.811
2009-01-01 12:00:00,280.0,199.0,106.0,2.345
2009-01-01 13:00:00,213.0,143.0,93.0,2.429
2009-01-01 14:00:00,82.0,45.0,56.0,1.621
2009-01-01 15:00:00,11.0,10.0,12.0,0.589
2009-01-01 16:00:00,0.0,0.0,0.0,-0.006
2009-01-01 17:00:00,0.0,0.0,0.0,-0.343
2009-01-01 18:00:00,0.0,0.0,0.0,-0.605
2009-01-01 19:00:00,0.0,0.0,0.0,-0.718
2009-01-01 20:00:00,0.0,0.0,0.0,-0.895
2009-01-01 21:00:00,0.0,0.0,0.0,-0.9520000000000001
2009-01-01 22:00:00,0.0,0.0,0.0,-1.016
2009-01-01 23:00:00,0.0,0.0,0.0,-1.071
2009-01-02 00:00:00,0.0,0.0,0.0,-1.082
2009-01-02 01:00:00,0.0,0.0,0.0,-1.03
2009-01-02 02:00:00,0.0,0.0,0.0,-0.857
2009-01-02 03:00:00,0.0,0.0,0.0,-0.6910000000000001
2009-01-02 04:00:00,0.0,0.0,0.0,-0.615
2009-01-02 05:00:00,0.0,0.0,0.0,-0.338
2009-01-02 06:00:00,0.0,0.0,0.0,0.058
2009-01-02 07:00:00,0.0,0.0,0.0,0.365
2009-01-02 08:00:00,6.0,5.0,10.0,0.727
2009-01-02 09:00:00,79.0,42.0,55.0,1.674
2009-01-02 10:00:00,217.0,149.0,91.0,2.727
2009-01-02 11:00:00,333.0,264.0,99.0,3.408
2009-01-02 12:00:00,354.0,291.0,96.0,3.668
2009-01-02 13:00:00,272.0,212.0,86.0,3.392
2009-01-02 14:00:00,144.0,104.0,60.0,2.296
2009-01-02 15:00:00,22.0,22.0,14.0,0.618
2009-01-02 16:00:00,0.0,0.0,0.0,-0.097
2009-01-02 17:00:00,0.0,0.0,0.0,-0.443
2009-01-02 18:00:00,0.0,0.0,0.0,-0.862
2009-01-02 19:00:00,0.0,0.0,0.0,-1.226
2009-01-02 20:00:00,0.0,0.0,0.0,-1.639
2009-01-02 21:00:00,0.0,0.0,0.0,-1.939
2009-01-02 22:00:00,0.0,0.0,0.0,-2.181
2009-01-02 23:00:00,0.0,0.0,0.0,-2.362
2009-01-03 00:00:00,0.0,0.0,0.0,-2.486
2009-01-03 01:00:00,0.0,0.0,0.0,-2.503
2009-01-03 02:00:00,0.0,0.0,0.0,-2.463
2009-01-03 03:00:00,0.0,0.0,0.0,-2.439
2009-01-03 04:00:00,0.0,0.0,0.0,-2.38
2009-01-03 05:00:00,0.0,0.0,0.0,-2.269
2009-01-03 06:00:00,0.0,0.0,0.0,-2.145
2009-01-03 07:00:00,0.0,0.0,0.0,-2.055
2009-01-03 08:00:00,53.0,54.0,16.0,-1.862
2009-01-03 09:00:00,221.0,186.0,55.0,-0.668
2009-01-03 10:00:00,356.0,310.0,74.0,0.862
2009-01-03 11:00:00,427.0,383.0,81.0,1.822
2009-01-03 12:00:00,422.0,379.0,82.0,2.479
2009-01-03 13:00:00,324.0,274.0,78.0,2.341
2009-01-03 14:00:00,159.0,121.0,57.0,1.051
2009-01-03 15:00:00,35.0,35.0,15.0,-0.788
2009-01-03 16:00:00,0.0,0.0,0.0,-1.871
2009-01-03 17:00:00,0.0,0.0,0.0,-2.32
2009-01-03 18:00:00,0.0,0.0,0.0,-2.753
2009-01-03 19:00:00,0.0,0.0,0.0,-2.927
2009-01-03 20:00:00,0.0,0.0,0.0,-2.88
2009-01-03 21:00:00,0.0,0.0,0.0,-2.871
2009-01-03 22:00:00,0.0,0.0,0.0,-2.964
2009-01-03 23:00:00,0.0,0.0,0.0,-3.069
2009-01-04 00:00:00,0.0,0.0,0.0,-3.068
2009-01-04 01:00:00,0.0,0.0,0.0,-3.058
2009-01-04 02:00:00,0.0,0.0,0.0,-3.155
2009-01-04 03:00:00,0.0,0.0,0.0,-3.287
2009-01-04 04:00:00,0.0,0.0,0.0,-3.402
2009-01-04 05:00:00,0.0,0.0,0.0,-3.531
2009-01-04 06:00:00,0.0,0.0,0.0,-3.593
2009-01-04 07:00:00,0.0,0.0,0.0,-3.694
2009-01-04 08:00:00,6.0,4.0,11.0,-3.584
2009-01-04 09:00:00,38.0,9.0,43.0,-2.863
2009-01-04 10:00:00,63.0,12.0,68.0,-2.158
2009-01-04 11:00:00,71.0,11.0,76.0,-1.515
2009-01-04 12:00:00,56.0,7.0,65.0,-1.096
2009-01-04 13:00:00,37.0,4.0,48.0,-0.881
2009-01-04 14:00:00,18.0,3.0,28.0,-0.932
2009-01-04 15:00:00,1.0,1.0,7.0,-1.22
2009-01-04 16:00:00,0.0,0.0,0.0,-1.502
