datetime,solar generation [W/kW],irradiance_direct [W/m2],irradiance_diffuse [W/m2],temperature [degC]
2015-01-01 00:00:00,0.0,0.0,0.0,4.956
2015-01-01 01:00:00,0.0,0.0,0.0,5.225
2015-01-01 02:00:00,0.0,0.0,0.0,5.502
2015-01-01 03:00:00,0.0,0.0,0.0,5.69
2015-01-01 04:00:00,0.0,0.0,0.0,5.933
2015-01-01 05:00:00,0.0,0.0,0.0,6.154
2015-01-01 06:00:00,0.0,0.0,0.0,6.271
2015-01-01 07:00:00,0.0,0.0,0.0,6.301
2015-01-01 08:00:00,0.0,1.0,5.0,6.55
2015-01-01 09:00:00,11.0,2.0,21.0,6.971
2015-01-01 10:00:00,38.0,5.0,50.0,7.328
2015-01-01 11:00:00,73.0,12.0,81.0,7.757
2015-01-01 12:00:00,47.0,5.0,60.0,8.082
2015-01-01 13:00:00,22.0,2.0,34.0,8.303
2015-01-01 14:00:00,7.0,1.0,17.0,8.455
2015-01-01 15:00:00,0.0,0.0,4.0,8.533
2015-01-01 16:00:00,0.0,0.0,0.0,8.647
2015-01-01 17:00:00,0.0,0.0,0.0,8.974
2015-01-01 18:00:00,0.0,0.0,0.0,9.354
2015-01-01 19:00:00,0.0,0.0,0.0,9.703
2015-01-01 20:00:00,0.0,0.0,0.0,10.028
2015-01-01 21:00:00,0.0,0.0,0.0,10.37
2015-01-01 22:00:00,0.0,0.0,0.0,10.74
2015-01-01 23:00:00,0.0,0.0,0.0,11.121
2015-01-02 00:00:00,0.0,0.0,0.0,11.493
2015-01-02 01:00:00,0.0,0.0,0.0,11.858
2015-01-02 02:00:00,0.0,0.0,0.0,11.828
2015-01-02 03:00:00,0.0,0.0,0.0,10.702
2015-01-02 04:00:00,0.0,0.0,0.0,8.823
2015-01-02 05:00:00,0.0,0.0,0.0,7.752
2015-01-02 06:00:00,0.0,0.0,0.0,7.031
2015-01-02 07:00:00,0.0,0.0,0.0,6.18
2015-01-02 08:00:00,15.0,16.0,12.0,5.562
2015-01-02 09:00:00,162.0,129.0,56.0,5.78
